representation,block,block_kind,family,feature_view,sample_count,positive_prevalence,mean_probability,median_probability,predicted_positive_fraction,accuracy,sensitivity,specificity,false_negative_rate,false_positive_rate,auroc,auprc,balanced_accuracy,split_test_rows,split_test_groups,split_purged_homolog_rows,split_purged_homolog_groups,split_train_rows,split_validation_rows
bioemu,paired_dynamicmpnn_rcsb,paired,linear,combined,3790.0,0.7395778364116095,0.354555754786222,0.24370167404413223,0.3087071240105541,0.4213720316622691,0.3175169461291473,0.7163120567375887,0.6824830538708526,0.28368794326241137,0.5183337725067331,0.754505430065332,0.516914501433368,3790,3182,1186,816,2878,718
bioemu,paired_dynamicmpnn_rcsb,paired,tree,covariates,3790.0,0.7395778364116095,0.295673690568151,0.24636715363562217,0.20897097625329816,0.3675461741424802,0.213699607563325,0.8044579533941236,0.786300392436675,0.1955420466058764,0.5084876133220991,0.740827446797568,0.5090787804787243,3790,3182,1186,816,2878,718
bioemu,paired_dynamicmpnn_rcsb,paired,tree,embedding,3790.0,0.7395778364116095,0.2581333122733257,0.12520205672492832,0.20659630606860158,0.3704485488126649,0.21405636817695325,0.8145896656534954,0.7859436318230467,0.18541033434650456,0.530043255868929,0.766728299835962,0.5143230169152243,3790,3182,1186,816,2878,718
bioemu,paired_dynamicmpnn_rcsb,paired,tree,combined,3790.0,0.7395778364116095,0.2660431617491006,0.1322583409929261,0.21715039577836412,0.37572559366754615,0.22475918658580094,0.8044579533941236,0.775240813414199,0.1955420466058764,0.5282829476740256,0.7628872680243093,0.5146085699899623,3790,3182,1186,816,2878,718
bioemu,paired_dynamicmpnn_atlas,paired,linear,covariates,3043.0,0.9211304633585278,0.4515694648424066,0.4200778305530548,0.34768320736115677,0.3917186986526454,0.3585444166963967,0.7791666666666667,0.6414555833036033,0.22083333333333333,0.5840134082530621,0.9417613718594402,0.5688555416815317,3043,2655,1169,696,3488,872
bioemu,paired_dynamicmpnn_atlas,paired,linear,embedding,3043.0,0.9211304633585278,0.35317719692841476,0.2554813623428345,0.2987183700295761,0.3453828458757805,0.3068141277202997,0.7958333333333333,0.6931858722797003,0.20416666666666666,0.5424411344987513,0.9388983291241779,0.5513237305268165,3043,2655,1169,696,3488,872
bioemu,paired_dynamicmpnn_atlas,paired,linear,combined,3043.0,0.9211304633585278,0.3584657229016089,0.2618200182914734,0.30627670062438384,0.3542556687479461,0.3157331430610061,0.8041666666666667,0.6842668569389939,0.19583333333333333,0.5490322868355334,0.9402897225307113,0.5599499048638363,3043,2655,1169,696,3488,872
bioemu,paired_dynamicmpnn_atlas,paired,tree,covariates,3043.0,0.9211304633585278,0.26295550567792,0.20767723264055535,0.16398291160039435,0.2224778179428196,0.16696396717802356,0.8708333333333333,0.8330360328219765,0.12916666666666668,0.5796899155666548,0.9372546390064804,0.5188986502556785,3043,2655,1169,696,3488,872
bioemu,paired_dynamicmpnn_atlas,paired,tree,embedding,3043.0,0.9211304633585278,0.22709440975755263,0.11240196061643024,0.16825501150180744,0.2405520867564903,0.17909382804138424,0.9583333333333334,0.8209061719586158,0.041666666666666664,0.6146048876204068,0.9504592042710414,0.5687135806873588,3043,2655,1169,696,3488,872
bioemu,paired_dynamicmpnn_atlas,paired,tree,combined,3043.0,0.9211304633585278,0.23493324390006426,0.11788214772968368,0.17844232665133092,0.24745317121261912,0.18836960399571887,0.9375,0.8116303960042811,0.0625,0.6254385182542515,0.9519137243438166,0.5629348019978594,3043,2655,1169,696,3488,872
bioemu,paired_promise_rcsb,paired,linear,covariates,1134.0,0.12962962962962962,0.48493568382408253,0.4769502729177475,0.41975308641975306,0.6040564373897708,0.5918367346938775,0.6058763931104356,0.40816326530612246,0.3941236068895643,0.621894147730014,0.19405280548203285,0.5988565639021566,1134,977,796,364,5313,1329
bioemu,paired_promise_rcsb,paired,linear,embedding,1134.0,0.12962962962962962,0.3979357240948306,0.3509756177663803,0.3421516754850088,0.681657848324515,0.5918367346938775,0.6950354609929078,0.40816326530612246,0.3049645390070922,0.6576170488458809,0.19852975682609986,0.6434360978433926,1134,977,796,364,5313,1329
bioemu,paired_promise_rcsb,paired,linear,combined,1134.0,0.12962962962962962,0.39506273970905237,0.3471848964691162,0.3342151675485009,0.6931216931216931,0.6054421768707483,0.7061803444782169,0.3945578231292517,0.2938196555217832,0.6660394654315627,0.2034472471389083,0.6558112606744826,1134,977,796,364,5313,1329
bioemu,paired_promise_rcsb,paired,tree,covariates,1134.0,0.12962962962962962,0.5507814502582227,0.5723696233535926,0.6322751322751323,0.4444444444444444,0.7959183673469388,0.39209726443769,0.20408163265306123,0.60790273556231,0.607706304406261,0.17199722766939707,0.5940078158923143,1134,977,796,364,5313,1329
bioemu,paired_promise_rcsb,paired,tree,embedding,1134.0,0.12962962962962962,0.4815501742137559,0.4722390993007769,0.4691358024691358,0.5670194003527337,0.6394557823129252,0.5562310030395137,0.36054421768707484,0.44376899696048633,0.6104873560366396,0.17619924774528944,0.5978433926762194,1134,977,796,364,5313,1329
bioemu,paired_promise_rcsb,paired,tree,combined,1134.0,0.12962962962962962,0.4861105016680304,0.47213165036476445,0.47354497354497355,0.5590828924162258,0.6258503401360545,0.5491388044579534,0.3741496598639456,0.4508611955420466,0.6170901998083936,0.1761568236424894,0.587494572297004,1134,977,796,364,5313,1329
bioemu,paired_promise_atlas,paired,linear,covariates,387.0,0.3798449612403101,0.4994396129935903,0.4844276010990143,0.46770025839793283,0.6020671834625323,0.5918367346938775,0.6083333333333333,0.40816326530612246,0.39166666666666666,0.5994614512471657,0.4372438132680925,0.6000850340136055,387,358,282,131,6323,1580
bioemu,paired_promise_atlas,paired,linear,embedding,387.0,0.3798449612403101,0.50355728691593,0.4896489977836609,0.4806201550387597,0.5891472868217055,0.5918367346938775,0.5875,0.40816326530612246,0.4125,0.5542233560090702,0.42466125513577246,0.5896683673469387,387,358,282,131,6323,1580
bioemu,paired_promise_atlas,paired,linear,combined,387.0,0.3798449612403101,0.5016522289564213,0.49297913908958435,0.4909560723514212,0.5736434108527132,0.5850340136054422,0.5666666666666667,0.41496598639455784,0.43333333333333335,0.5676587301587301,0.43499115804519173,0.5758503401360544,387,358,282,131,6323,1580
bioemu,paired_promise_atlas,paired,tree,covariates,387.0,0.3798449612403101,0.5165214550794605,0.5151478917779178,0.5219638242894057,0.5633074935400517,0.6122448979591837,0.5333333333333333,0.3877551020408163,0.4666666666666667,0.5631235827664399,0.38669213586463613,0.5727891156462586,387,358,282,131,6323,1580
bioemu,paired_promise_atlas,paired,tree,embedding,387.0,0.3798449612403101,0.5081499064194527,0.5158062638532204,0.5297157622739018,0.5503875968992248,0.6054421768707483,0.5166666666666667,0.3945578231292517,0.48333333333333334,0.5591269841269841,0.4366563023369482,0.5610544217687075,387,358,282,131,6323,1580
bioemu,paired_promise_atlas,paired,tree,combined,387.0,0.3798449612403101,0.5031901118570067,0.4928880995549097,0.49612403100775193,0.5788113695090439,0.5986394557823129,0.5666666666666667,0.4013605442176871,0.43333333333333335,0.5806122448979593,0.4513636276031565,0.5826530612244898,387,358,282,131,6323,1580
